track_id,track_name,artists,track_genre,danceability,energy,acousticness,instrumentalness,valence,tempo,popularity
7ykMS6DBrx2yVP6izrS2KR,Feeling This Way,Ray Volpe,dubstep,0.52,0.958,8.88e-05,0.561,0.167,150.031,45
1haZCYSR61JHOAivPNOuQH,Tell Me About You (feat. Mishaal),Kina;Mishaal,sad,0.38,0.292,0.498,0.0262,0.0777,75.572,55
0AGg74KsGe8TP2VErUFRWU,Skip Vote,DJ Sim,happy,0.818,0.905,0.481,0.0468,0.842,160.085,28
5mrGm8drsrpQsmfD9Pzuvh,Naela,Sonora Maracaibo,rock-n-roll,0.641,0.262,0.892,0.0,0.46,98.02,28
2vsLYhay0arlPRWJVOsNDq,"Puedo Morir, Puedo Caer",Usted Señalemelo,electronic,0.595,0.571,0.0612,0.211,0.519,137.931,34
6qwHoxJKma0CGaGz3EpArE,Post Enebriated Anxiety,Grinspoon,psych-rock,0.468,0.83,0.000524,0.00521,0.847,168.242,27
3SPNE0swpYB1NC2N0abXa5,Better Days,Balsam Range,bluegrass,0.511,0.416,0.834,0.0263,0.397,82.017,19
7cdOgo4JpRjBZLQvEqDxxA,True - Junge Junge Radio Edit,AKA AKA;Thalstroem;Chasing Kurt;Junge Junge,minimal-techno,0.837,0.638,0.00751,0.0732,0.467,121.006,18
4zHeH6KyAYTs9GqkyMCmGu,Inna Life,Laden,j-dance,0.467,0.854,0.153,0.0,0.631,102.732,19
0Ot6e3wYVQQ1Us9PM977jE,A Little Death,The Neighbourhood,alt-rock,0.53,0.763,0.0026,1.86e-06,0.338,88.013,65
1b85pN99A6Mn3UU81SYUg0,Atoms,Ludovico Einaudi,ambient,0.338,0.00384,0.995,0.954,0.159,68.921,49
2KZtLRbaxkxjAanRvMciQe,Unknown Enemy,CKY,industrial,0.478,0.959,0.00422,7.6e-06,0.481,110.043,22
5EY6yQXMCtX5EbkC0ru0LV,La vie en rose,Andrea Bocelli;Édith Piaf,opera,0.344,0.404,0.829,0.0,0.441,80.778,57
5NCyqYGMVv9XJbymXH71d9,Sólo Para Amarte,Rata Blanca,heavy-metal,0.522,0.632,0.0268,0.916,0.539,91.95,38
4fIWvT19w9PR0VVBuPYpWA,Haven't Met You Yet,Michael Bublé,j-pop,0.615,0.733,0.152,0.0,0.796,122.58,72
5AtfGqKRxHMOkuW4V2dpiW,Children,Shuba Music,dubstep,0.507,0.915,0.0396,0.00205,0.311,150.024,40
46DBOCyDDj0FFnWniwwNVW,Christmas Time's A-Coming,Emmylou Harris,country,0.715,0.404,0.583,0.0,0.709,104.438,0
7iWku14DAw9BS3mftbVEeK,Go Power At Christmas Time,James Brown,funk,0.536,0.68,0.436,0.0,0.805,49.211,0
1BOEGAwwYXd9jPkyHA4XhD,3 Días,Germanini;Sergio Acosta;Dj Zetian,reggae,0.715,0.731,0.072,7.78e-05,0.59,128.023,43
1lgL6WRBZ72ujASglPX73q,Die Maladie,Jubiläumscast Wien 2012,show-tunes,0.529,0.268,0.668,0.0,0.344,80.925,23
420FinHcfJIiCJIsXiYLxv,El Morocho y el Oriental,Adriana Varela,tango,0.703,0.373,0.832,0.0,0.678,99.9,17
1gn1jSK8io8C5kK7l0lmEN,45,Shinedown,grunge,0.453,0.65,0.00251,0.0,0.225,152.133,28
40iYxdRUZEkagnmLSeKjoL,"Les petits riens, K.app.10 (ballet): No. 15 Gavotte gracieuse",Wolfgang Amadeus Mozart;Concerto Köln;Anton Steck,classical,0.514,0.0489,0.964,0.949,0.453,97.303,7
5MMnwYs0hIxkENRsbkWJ2G,Smoke On The Water - Remastered 2012,Deep Purple,blues,0.598,0.676,0.13,0.225,0.805,114.169,73
0QOFo0tyB08D2lUCc69WEB,Lo más grande,Alex Ubago,spanish,0.57,0.788,0.00331,0.0,0.742,131.998,25
2tZtzQUgPsHIYbNesKUHb6,It's Four in the Morning,Faron Young,honky-tonk,0.462,0.277,0.749,7.56e-06,0.388,131.001,44
4KnnqhdNTtDruXonB0OY9d,Sortudo / Legenda - Ao Vivo,Dilsinho;Sorriso Maroto,pagode,0.318,0.737,0.516,0.0,0.653,159.67,45
55w3uYVfgZWZbbyIZJddz7,When You Wish Upon A Star,Jim Brickman,new-age,0.255,0.0928,0.976,0.927,0.18,66.85,20
190kU2WKyIzx9XaBjfWRPk,修煉愛情,JJ Lin,mandopop,0.471,0.648,0.63,0.0,0.239,135.053,61
0sXsq8sJa2yOdyRiLb5lgR,GATÚBELA,KAROL G;Maldy,reggae,0.627,0.858,0.263,0.0,0.342,92.523,10
5Vy4uSUbN0fDaAKqdsEetB,Orange Line,Ilkae,idm,0.6,0.974,0.0599,0.926,0.846,187.302,11
6g9hULFpG1pEyEH6HRMHaE,Vicio,Sonora de Llegar,punk-rock,0.411,0.878,0.00997,0.0,0.682,93.861,37
6QwMUkkJX7AyhrzKQzTKqx,Die Without You,Brandy,soul,0.545,0.571,0.0477,0.0,0.39,80.073,0
0Qnr5TKNz4vlYwlSBhtv8y,"I'm Your Boogieman - From ""The Crow: City Of Angels"" Soundtrack",White Zombie,alt-rock,0.645,0.985,0.00113,0.0102,0.446,113.934,0
305aEEVZaks5WE4CiUlU6x,The Whistle Song - Cinthie Remix,Frankie Knuckles;Eric Kupper;Director's Cut;CINTHIE,chicago-house,0.71,0.879,0.0117,0.904,0.859,124.972,16
7nPdbiSqvnJxIl28z6PQZg,Call It Love,Felix Jaehn;Ray Dalton,edm,0.616,0.841,0.0559,0.00217,0.714,110.029,1
4gsOvQW5liOq0uTYAnUpiH,Post Hero,Kettel,idm,0.447,0.51,0.152,0.741,0.172,169.976,11
24Gm1mIhO28NmgT17S95JE,KISSして,Masaharu Fukuyama,acoustic,0.467,0.851,0.000353,0.0,0.644,93.873,35
2scEOSUnDnquAY1qWCpTL6,21 Reasons,Nathan Dawe;Ella Henderson,house,0.621,0.785,0.0165,5.92e-06,0.779,123.96,0
4ruveLPYhBUgCImnUW79oV,86,Farzad Golpayegani,iranian,0.382,0.821,0.00666,0.0,0.323,100.04,4
2bSpjlkgj1GgziqW0lJ6BB,Diente Blanco - En Vivo,31 Minutos;John Quijada,ska,0.637,0.916,0.736,0.0,0.563,112.845,36
0dLKRS6SDz1b3opaNjMVu4,Shhhh With Air Fan,Silent Knights,sleep,0.291,0.0591,0.000174,0.0,0.0397,125.068,34
7CjM9CV5iSpK3Wa0XWAole,The Embrace,George Skaroulis,new-age,0.256,0.0762,0.99,0.929,0.117,94.236,19
7mazffu6nlIv0rtRyPDMTD,Find You,Zedd;Matthew Koma;Miriam Bryant,techno,0.53,0.783,0.0227,2.11e-06,0.397,127.971,53
7tirhoEiNOaHD2RYrjt1k9,Take Care,BCX,deep-house,0.805,0.637,0.0933,0.0015,0.577,120.039,51
0SsYlkXxZ5vkWOTsKxMfMz,Lonesome Town,Ricky Nelson,r-n-b,0.404,0.193,0.794,0.000296,0.273,77.026,63
6eXv1NUnjAhwFVy5WGNwov,Funeral Train,Merciful Nuns,goth,0.665,0.749,0.00155,0.532,0.277,134.006,20
1ybDBYsAIOO7Xbstm8AbqW,沒有人想念沒離開的人,WeiBird,mandopop,0.622,0.672,0.11,4.34e-05,0.519,144.066,56
4fyzrieCPwug9lm8NjgOze,The Swan (From: Carnival of the Animals),Henrik Janson,guitar,0.691,0.109,0.982,0.86,0.324,147.759,29
4H8EmS0t1zazZlAoUd3awI,Ser Mais Simples,CPM 22,emo,0.599,0.909,0.000683,0.0,0.486,140.047,38
7chO7fuXHHB3nZVjEQMXwx,Oohla Oohla,Tiësto;Lucas & Steve,trance,0.694,0.856,0.00198,0.000189,0.486,124.923,51
5MN4Z7ZCqfL0XMKsmR3l8o,Agamamou,Art Popular,pagode,0.753,0.888,0.629,0.0,0.648,100.034,42
2u54HNQamwFuOMLSuhSRom,Blood Sweat & Tears,BTS,k-pop,0.584,0.885,0.0244,0.0,0.605,92.9,75
6EJonmjC2pOwKfUHeIZyhu,Bicho de Sete Cabeças - Ao Vivo,Geraldo Azevedo;Elba Ramalho,mpb,0.482,0.354,0.739,0.0,0.379,104.297,41
7bwaQx5okSokcQQgzWL362,Mine,Everything But The Girl,trip-hop,0.607,0.634,0.106,0.000209,0.302,128.342,22
5kG1ARHk8dli0bKiMN2oE6,Cupid - Deluxe Edition Version,Amy Winehouse,british,0.641,0.609,0.163,0.0,0.696,87.181,59
5DW9YffKu5pcMxNWQmkxHo,"Good News - From ""James and the Giant Peach"" / Soundtrack Version",Randy Newman,disney,0.746,0.83,0.247,3.18e-05,0.661,120.18,19
1rsrri33ctr7nDU4Clf1qm,Rock Around the Clock,Bill Haley,rockabilly,0.682,0.777,0.48,2.88e-05,0.874,182.016,48
32XyUNQGL33AqoRBNlW4OS,"Oxe, Como Era Doce",BaianaSystem,afrobeat,0.69,0.695,0.0186,0.00351,0.564,106.032,31
22T6UPu3Ynx2Nk3e1GNtyg,Sequence - Original Mix,Major7,trance,0.622,0.782,0.00233,0.521,0.0295,140.018,40
0sr3jB8t2gHjQLO4AuYhLo,Tomahawk Chop (Remix),Roy Scott,kids,0.759,0.498,0.00319,0.0613,0.226,143.178,13
4SM1z0Y8dq0qQcM7MPrUP2,Someday At Christmas - Single Version / Mono,Stevie Wonder,funk,0.42,0.486,0.544,0.0,0.223,100.124,0
7oRpNoAsvWrBM69Vv2vK0x,成全 - Live,Yoga Lin,mandopop,0.413,0.491,0.0731,0.0,0.14,80.04,43
5SfZiWzTMrIXHBrVhpa4IY,Attraction - Background Score,OAFF;Savera,indie-pop,0.426,0.414,0.695,0.884,0.0423,114.888,42
6vUssnJuFxgw1EFG717Kd5,This Will Be Our Year [Mono],The Zombies,british,0.4,0.516,0.779,2.38e-05,0.522,145.544,45
4AoQVhME8Ko6LNm4lV2wwQ,Hookah Bar,Himesh Reshammiya;Vineet Singh;Aaman Trikha,pop-film,0.73,0.656,0.00797,0.00271,0.743,131.04,67
3iemW4O7Aew76rGEb2HXeV,The Goose Steps High,George Bruns,disney,0.889,0.0907,0.921,0.0161,0.413,120.023,19
4SFhDHfjkdu8wol0O0u2df,United Souls,Section 1;Rave Channel,hardstyle,0.416,0.849,0.119,0.0,0.708,151.982,20
7w749aVZCoiZZwxhMLslw5,Duhan,Serhat Durmus;Mazlum Uruc,turkish,0.42,0.681,0.0768,0.00016,0.0898,193.928,47
4EfcBQEzf6D3h2VrLD4tsX,Us vs the World,ilyTOMMY,emo,0.826,0.26,0.538,0.0,0.245,110.079,61
3Aod2IpCP00QHUlnbLRhq0,My Peace of Heaven,Ten City,chicago-house,0.665,0.723,0.0259,0.00469,0.74,121.473,16
6hlJtVICQWfF8u6z4lWxT1,I Should Have Walked Away,KAAZE;Nino Lucarelli,progressive-house,0.448,0.668,0.0311,0.0,0.282,129.935,60
0EJKjeFSxi4Rh0qrFtv5Ni,Zodiac,MACABRE,death-metal,0.279,0.996,0.00068,0.866,0.0522,103.972,22
4wh6bMUhAxldwgXg2tekeC,Blues de la Libertad,Patricio Rey y sus Redonditos de Ricota,punk,0.499,0.541,0.028,0.000937,0.317,146.939,40
5xKVYMxOHB2XRLCUafFrz6,Dream Is Collapsing,Hans Zimmer,german,0.518,0.433,0.0711,0.79,0.0892,126.017,56
0FHLdyKjddlKEvRpvFKaNV,Caneta e Papel,Os Arrais,gospel,0.576,0.288,0.717,4.81e-06,0.188,134.127,42
08FVjIlxDFr0ZV5fDLlhKE,Codinome Beija-Flor - Ao Vivo,Thiaguinho,pagode,0.651,0.413,0.733,1.02e-06,0.316,123.851,49
1rptK1oec3gjHpzzrxHyln,"Maybe It’s Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)",Sixx:A.M.;Corey Taylor;Joe Elliott;Brantley Gilbert;Ivan Moody;Slash;AWOLNATION;Tommy Vext,grunge,0.396,0.781,0.00158,0.0,0.201,145.06,55
5nxcR7W60CU3cvmGX1jBzQ,Drowned in Emotion,Caskets,metal,0.444,0.945,0.0015,2.84e-05,0.333,77.041,61
3D6c6ALN1czsDf9wwZIGmh,Main Royaan,Tanveer Evan;Yasser Desai;Rajat Nagpal,pop,0.599,0.478,0.439,0.0,0.255,77.985,64
0og9wKFGgFFNQnrBe7eisG,Uff Teri Adaa,Shankar Mahadevan;Alyssa Mendonsa,pop-film,0.647,0.792,0.00536,5.82e-05,0.306,132.032,67
20aL7puq4bsxxnOI5xz0Ya,24'e 5 kala,Ravend,turkish,0.78,0.721,0.222,0.0,0.747,79.996,40
1EdHRAkS19Pj4B0mohrpjX,Chris Brown's Latest Hit,Ice Nine Kills,metalcore,0.51,0.95,7.03e-05,0.000317,0.457,135.067,30
5kTmg9n7FZ7xv8SZVFhX8P,I Am So Mad at You,AJJ,acoustic,0.682,0.666,0.0602,7.99e-05,0.79,93.992,27
6kY8q2a5ZAIX2Ch4WHhd0t,Golden Nights,Sophie and the Giants;Benny Benassi;Dardust;Astrality,indie,0.658,0.649,0.307,0.0,0.607,125.958,0
5p9mENkA1huAnZrtmN7OjX,Around This World (Nikko Culture Remix],Costa Mee;Nikko Culture,groove,0.758,0.76,0.00108,0.539,0.536,116.001,40
357tJIrwP4qdIoIPG2sp6h,By the Grace of the Sea,Dan Gibson's Solitudes,new-age,0.124,0.126,0.974,0.93,0.156,72.642,23
46elU7IBKWf55D5sjHGqO7,Dil Dhadakne Do,Joi Barua;Suraj Jagan,indian,0.778,0.599,0.0705,0.0,0.949,116.951,61
1JA3cUKq0xuTrBPJI3VgmA,Pensando em Você,Henrique Cerqueira,gospel,0.68,0.222,0.74,0.0,0.454,84.524,40
0yQuZWmqZ4ZcJRmRpryxMw,O Maya Chesi,Siddiq Ansari;Marcus. M,indie,0.869,0.69,0.547,1.86e-06,0.773,130.024,40
5xN4w313YMk97dspXDIZu2,Working Woman,Jeff Foxworthy,comedy,0.565,0.714,0.845,0.0,0.402,116.953,23
3OJG7Q6YeJJogzBv7uLAAk,Let Me Love You,DJ Snake;Justin Bieber,dance,0.475,0.715,0.0863,2.67e-05,0.159,199.892,0
5wW7fkOaNCKHM8NvEDf8Kh,Born Again,Big & Rich;Bon Jovi,country,0.476,0.888,0.0131,0.0,0.617,162.0,0
1E79kbM9zt1ZgduIvZBDbg,La Fotografia - Orchestra Version,Yiruma,new-age,0.139,0.243,0.901,0.887,0.0397,78.174,46
0AYctXMTV1O8aYjSEOBSWi,Diamante - Live At Teatro Colón / 2018,Coti,spanish,0.399,0.759,0.396,0.0,0.395,85.916,27
65lXKIwtMPW2HCr4CvLPiZ,Under The Influence,The Chemical Brothers,breakbeat,0.593,0.936,0.00283,0.862,0.0922,134.963,44
5lrq8sHObtY0xMmF7Ukzl7,Habibi,Ricky Rich;ARAM Mafia,swedish,0.479,0.609,0.499,0.0,0.74,75.113,64
0ZdyCcW6uUOBjb8CQvyg3m,EL MAKINON,KAROL G;Mariah Angeliq,reggae,0.689,0.705,0.256,1.06e-06,0.456,89.109,0
6evf00lyIgoltXmBmKwoZd,Jossain,Kotiteollisuus,heavy-metal,0.566,0.956,0.0207,0.00103,0.375,142.059,22
1VNP6bgTcqE6cxkU8Zpy21,Revival’s In The Air - Live,Bethel Music;Melissa Helser,ambient,0.593,0.625,0.015,0.000108,0.229,127.007,50
6V0cw3ZOtm5oQJrSv4QluQ,"Gerua (From ""Dilwale"")",Pritam;Arijit Singh;Antara Mitra,indian,0.371,0.668,0.636,2e-06,0.403,87.458,52
2ALMyNbuN8QSTf5Gl49vYx,Archetype,Omar Apollo,soul,0.676,0.338,0.372,5.57e-06,0.321,92.029,0
0KNXYLRR59LN2R4Qa8YGJ8,Ste Ska,La Matatena;Desorden Público,ska,0.56,0.898,0.0273,6.3e-06,0.915,102.215,41
4FrTPdAy7BbdiJUYw737a6,Keaton's Theme - Blue Potential Version,Jeff Mills,detroit-techno,0.706,0.532,0.532,0.208,0.402,119.495,7
7D3Kw5T7nQtM3Cg5jgNVeX,Fim do Horizonte,Diogo Nogueira;Hamilton De Holanda,mpb,0.613,0.533,0.684,0.000701,0.579,73.788,40
5l30Wt94zdLumkJTTzahjb,シグナル,GANG PARADE,j-idol,0.542,0.971,0.00257,0.00311,0.269,98.036,22
3uB2mkp8ovjiuJA734dbGe,Chalo Chalein,Ritviz;Seedhe Maut,hip-hop,0.461,0.5,0.00245,0.03,0.572,76.176,59
2KmnVxhUShzNDPSaRitvFp,Inner Space - Original Mix,Apex,drum-and-bass,0.451,0.894,0.00371,0.941,0.0874,172.015,38
5neWqXYNmxHScg72MUgeT7,Diez for Pay,Synapson,synth-pop,0.805,0.503,0.00196,0.0861,0.831,119.993,25
7gCJf1XJihp7LPhPlCItzo,Big Smoke,The Smith Street Band,garage,0.354,0.813,0.00505,4.89e-06,0.147,139.956,30
3lPSaYAvlmzNxkOKo79zps,Warrior,Dead by April,metalcore,0.505,0.932,0.00647,2.92e-05,0.566,92.105,49
4O0ymDK32zylHELT506JPI,Blinding Lights,The Weeknd,pop,0.512,0.796,0.00147,0.000209,0.344,171.014,0
6AQW8JZmdUpHoW1tdEahPN,Tudo Entregarei - Ao Vivo,Fernandinho,gospel,0.32,0.614,0.515,0.000681,0.171,143.996,39
4ipbXq1KBTFNCh6R9bAleD,AEIOU,Justin Quiles;Robin Schulz,hip-hop,0.689,0.856,0.0493,0.0,0.706,126.108,0
269izsyL5diRwlT8Hlo1ap,Sonho Real - Ao Vivo,Taty Girl,forro,0.591,0.919,0.0737,0.000339,0.804,114.954,41
4UmHbauXS8YYIGlYvAsDRr,The Rain,DMX,hardcore,0.719,0.846,0.173,0.0,0.514,89.04,57
4Mojr5CSSZnupTOaPHkal4,happier than ever,Loveless,punk,0.221,0.87,0.00322,7.05e-05,0.304,161.957,65
2RgiecQXtYUwE4tF3Q1BPo,Encounter in Bahia,Thievery Corporation,trip-hop,0.769,0.908,0.000132,0.92,0.585,100.002,21
2gxgKqVtZA1FjR4bkAtRRF,Vem pro Meu Piseiro,Brisa Star;Thiago Jhonathan (TJ),sertanejo,0.526,0.883,0.535,0.000744,0.8,172.042,46
1ELMyeJLDHUz3cK3XTWgEi,Piya Aaye Na,Tulsi Kumar;KK,pop-film,0.5,0.588,0.641,4.52e-05,0.35,81.973,61
5k6ofghQIYtSk6EgVPuZ7V,Sepasang Pendaki,Fiersa Besari,punk,0.754,0.394,0.289,0.0,0.428,120.096,38
5l5SMWVPhVlJOmYFzDmJvY,DEITY,Aries,sad,0.746,0.548,0.148,2.21e-06,0.498,87.946,57
0OKaPDf7ljRTHyEWfIEICn,リニアモーターガール,Perfume,j-idol,0.518,0.983,0.00458,0.000345,0.811,145.063,21
41lqtvA10K8l0hIR0X8M4T,Do Fundo do Meu Coração - Versão Remasterizada,Roberto Carlos,mpb,0.54,0.255,0.258,0.00241,0.179,75.948,42
5aXTfpNOqLj35ydEiLio67,Follow,Martin Garrix;Zedd,edm,0.588,0.78,0.0333,0.193,0.201,127.085,67
1C3yze5JZ5Frb0m1XBgYHT,Я милого узнаю по походке,Алёша Димитриевич,romance,0.456,0.44,0.905,0.00579,0.619,181.242,0
4psoLBmBWxK8v1qxBgI7Db,"Baby, It's Cold Outside",Beat Oven,study,0.773,0.287,0.659,0.797,0.574,129.984,1
1nBDeSiqD2z1ofv9hEttfi,History,Ron Trent,chicago-house,0.77,0.642,0.0206,0.914,0.369,124.073,5
0nmJE2cYELMVmrVaRUtdtx,餘震,Hins Cheung,cantopop,0.467,0.371,0.696,4.84e-06,0.286,133.791,49
2A7qdr3UNP9Pxjcxa5Jj53,Ride of the Valkyries,Richard Wagner;London Symphony Orchestra;Yondani Butt,opera,0.234,0.227,0.944,0.869,0.0703,101.636,49
78K98hFH9pfDGsH2zX96gK,Arruma Um Cantinho - Ao Vivo,Henrique & Juliano,sertanejo,0.796,0.645,0.671,0.0,0.761,104.057,46
4fY2JR0REUiykvzRw61sk9,Put Your Back Into The Oar,Amon Amarth,death-metal,0.477,0.934,0.000392,0.254,0.328,139.947,60
6OtqRo9wsVAtYhpDjWB7Di,"12 Variations on ‘Je suis Lindor’ from ‘Le Barbier de Séville’ by A.L. Baudron in E, K.354: 7. Variation VI",Wolfgang Amadeus Mozart;Danielle Laval,classical,0.519,0.199,0.995,0.939,0.581,92.138,15
27k9Vb6ko9YYK6N8EJ8SA5,Always,Bon Jovi,metal,0.377,0.658,0.117,0.0,0.307,143.713,46
6PurllVXXGL1s6UkLtzMVF,Champion - Remix,Fall Out Boy;RM,emo,0.532,0.73,0.0457,0.0,0.191,188.12,54
4NSKrUM7qvHYf49RmxYVnv,Cupid Shuffle,Line Dances,kids,0.883,0.633,0.103,0.0,0.806,143.572,15
3hxRbXl2ZsihBRWlnkV8ne,One Little Christmas Tree,Stevie Wonder,funk,0.406,0.377,0.764,0.0,0.717,92.23,0
23eNu1Z3GB7FGvI2VQYhYu,La valse d'Amélie - Version orchestre,Yann Tiersen,ambient,0.193,0.335,0.852,0.131,0.254,64.078,55
5JEyr135t1qMJioNg7fy5s,"Fem digte, Op. 26: No. 5, Herbststimmung",Edvard Grieg;Dietrich Fischer-Dieskau;Hartmut Höll,classical,0.357,0.0147,0.985,0.000447,0.11,107.869,0
4riBORG5X5kvQThwODPDDh,Japan - Satin Jackets Remix,Tycho;Saint Sinner;Satin Jackets,chill,0.708,0.771,0.00721,0.164,0.371,92.986,57
6LnZKT2R1jhUTXgwUPldIr,Out Of Jazzizity,Savage Bops,study,0.748,0.339,0.87,0.856,0.832,90.063,33
1zOddQyY7a6rYofnYRYtw0,Faltaba Una Razón,Amilcar Boscan,salsa,0.666,0.795,0.75,0.0025,0.951,178.557,32
5CNH1fectMnNkRmq6hMmIN,Midnight,1991,drum-and-bass,0.58,0.839,0.00873,0.666,0.276,174.019,49
7iXBqj42eDlccv9J2qjMnh,"The Well-Tempered Clavier, Book I, BWV 846-869: Prelude No. 1 in C Major, BWV 846",Johann Sebastian Bach;Pietro De Maria,classical,0.212,0.00299,0.991,0.941,0.0839,140.353,0
5s2E68l3hMHH3hyCefflWE,"Гори, гори, моя звезда",Oleg Pogudin,romance,0.413,0.0944,0.925,0.00162,0.156,109.174,0
2CF0l8a0Ly2G0ps7kcaYAt,Que sea acabe el mundo por favor,Alex Anwandter,electronic,0.781,0.71,0.0968,0.237,0.332,124.995,36
3exrP8BsX7hx42k5WfLvQ6,To em Frente ao Mar,Caio Passos;MC Ryan SP;Mc Davi;Mc Magal;MC PH;Mc Don Juan;Mc IG,funk,0.601,0.641,0.123,0.0,0.546,112.105,49
4jVBIpuOiMj1crqd8LoCrJ,FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott;Young Thug;M.I.A.,house,0.835,0.699,0.00671,0.0,0.547,154.981,70
3b2vdOnwNbaLROePj1m0MM,Egoman,Barilari,heavy-metal,0.486,0.95,2.07e-05,0.0037,0.272,134.994,19
70BWIfaEgeZB0MJkUQmDqU,Yeh Jo Halka Halka Suroor Hai,Nusrat Fateh Ali Khan,folk,0.333,0.681,0.376,7.91e-06,0.43,76.551,46
1Qth3TmxzsBYDpCRCffdZk,Oh The Sunn!,The Avalanches;Perry Farrell,psych-rock,0.708,0.644,0.054,0.0252,0.124,111.221,55
0WBoGdKqK3Hlzt65o5vQqA,I'm Coming Out,Diana Ross,disco,0.741,0.92,0.182,0.122,0.739,110.141,1
4PvzL1WYQNUN0pkM7nk3ER,"Rain Noise, Ambient Sounds - 1",Rain Sounds,sleep,0.154,0.998,0.986,0.655,1e-05,108.123,34
47k1Cbink0USdP1eDmGjFj,Makers Anthem,Morillo;Michelle,disco,0.654,0.77,0.018,0.000677,0.288,96.493,30
0EVlhi2DePy8Qfc3suq0to,Raplord,Sea Smile,hardcore,0.508,0.983,0.0132,2.06e-06,0.582,141.96,31
7dYuI25NR8Y3VpV0IfBntP,Sleep Well,SPEECHLESS,chill,0.582,0.197,0.748,0.923,0.149,99.816,52
3ZextTfHDjf98vEsGbNtOs,Nobody Beats the Biz,Biz Markie,hardcore,0.806,0.772,0.216,0.0,0.625,97.219,0
5HllUwP1zQYGF7s8YfLToi,"Edelweiss (From ""the Sound of Music"")",Emile Pandolfi;The City of Prague Philharmonic Orchestra,new-age,0.138,0.0624,0.972,0.923,0.0743,94.435,21
6r1BGYEUf8JokpctyQJJFU,Mueve y Sacude,Compa;Zapata El Fido,dubstep,0.515,0.899,0.298,0.000844,0.917,114.109,45
71mdBWRWfnyf5Tu69SONg7,Twenty Two,Farzad Golpayegani,iranian,0.41,0.85,0.423,0.487,0.329,79.961,0
73LdhMZm8CrXJEi2wm6um3,Nightlight,Finding Hope,chill,0.542,0.0866,0.721,0.00246,0.161,147.808,53
0FlQr1kPj50rAee1kJjk5p,獨家村,Kay Tse,cantopop,0.644,0.49,0.781,0.0,0.447,116.027,41
0g9bfgn27MhVjQBngkONjO,Hantam Prasangka Buruk,Straight Answer,hardcore,0.213,0.998,0.00019,0.0,0.154,104.069,31
3V2CTVcrKZ3M6cVgiGKmml,Lighter,Nathan Dawe;KSI,house,0.703,0.837,0.0214,4.45e-05,0.356,124.953,0
3tshTnnudBH7kGW3QMhFuI,Eat Your Yokes,"Joey ""CoCo"" Diaz",comedy,0.66,0.707,0.839,0.0,0.692,78.296,21
7s1upm7yr7ZjrzXMwHawtG,Sexual Healing - Kygo Remix,Marvin Gaye;Kygo,soul,0.689,0.68,0.321,0.0211,0.646,100.987,64
3zPaMD0hfE7wvmIQXcR8MO,Everyday,Virtual Riot;YOSIE,dubstep,0.709,0.672,0.405,1.55e-06,0.746,159.924,41
70tjkOzaNVqijwbGN8ensk,Mot okända hav,Marie Fredriksson,j-pop,0.362,0.212,0.922,0.00238,0.138,144.851,36
6dmb2PApaoXVYWHgljp8IT,"Rangarattinam - From ""Natchathiram Nagargiradhu""",Tenma;M.S Krsna;Gana Muthu;Sangita Santhosham;Kavitha Gopi;Karthik Manickavasakam;Arivu,indie,0.738,0.758,0.273,7.15e-05,0.84,82.482,55
1FO1CtbUYpdAtkakWLH2HI,Caruso (Live Performance),Lara Fabian;Bogdan Mihai,opera,0.208,0.136,0.858,0.000892,0.215,97.637,19
46um7Q8vUyuEjeUqzxZ18l,Nanak Aaya,Pandit Jasraj;Bhai Nirmal Singh;Sonu Nigam;Kailash Kher;Puneet Sikka;Harbhajan Mann;Master Saleem;Roop Kumar Rathod;Bhupinder Singh;Sapna Mukherjee;Harshdeep Kaur;Ishwanik Kaur;Jiya Wadkar;Tej Boodardekar;Sukhjit Singh;Manjit Singh;Uttam Singh,classical,0.328,0.388,0.455,0.00174,0.0297,82.01,31
3dCp6utdXDkWOnG6eHOdqm,Meditation Rock,Augustus Pablo,dub,0.689,0.404,0.0617,0.668,0.782,148.125,0
4KWzmHFYCmZAasa0qXlwX0,Falling Apart,Ex-Voto,goth,0.472,0.932,0.0018,0.408,0.358,82.494,23
6b42V0AvjyRhGXsCod2nQe,For The Good Times,Ray Price,honky-tonk,0.323,0.339,0.84,0.000123,0.469,82.635,14
5Q2xFmSjxIlfzO0FJXLtb9,跳べ,Mr.Children,j-pop,0.536,0.959,0.0136,5.96e-06,0.697,133.982,36
1zI8C6f7LURY0eD0gMuVVY,Halloween,Misfits,hard-rock,0.382,0.937,0.0172,0.0,0.0957,108.729,2
7atsDzqc41OAtNHiovTmI1,Mimo a Mi Mamá,Panam y Circo,latino,0.603,0.499,0.304,0.0,0.802,124.842,39
6otiaV2fagE3s8IvP6WkwG,I'm Just a Kid,Simple Plan,punk-rock,0.527,0.834,0.00107,0.000102,0.422,110.065,72
3Tcp4rL3dml7pck2RnWsPf,Love Under Pressure,James Blunt,rock,0.613,0.754,0.00612,0.0,0.703,110.017,0
4hMvVrJQjn32JminhFfOSK,Qué Hay de Malo,Jerry Rivera,salsa,0.737,0.592,0.617,0.0,0.78,91.956,33
